primaryTitle,startYear,numVotes,averageRating
Onward,2020,188410,7.3
I Want to Eat Your Pancreas,2018,37590,8.1
Maquia: When the Promised Flower Blooms,2018,11153,7.4
Teen Titans GO! To the Movies,2018,24122,6.7
The Bob's Burgers Movie,2022,24525,7.0
Ron's Gone Wrong,2021,46286,7.1
My Hero Academia: Two Heroes,2018,16026,7.3
Dragon Ball Super: Broly,2018,37738,7.7
Apollo 10½: A Space Age Childhood,2022,13635,7.2
The Mitchells vs. the Machines,2021,144153,7.6
Asterix: The Secret of the Magic Potion,2018,12985,6.7
Turning Red,2022,176286,6.9
The Bad Guys,2022,81987,6.9
Flee,2021,21322,7.9
Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,78921,7.2
Violet Evergarden: The Movie,2020,14983,8.3
Transformers One,2024,68174,7.6
DC League of Super-Pets,2022,80624,6.8
Constantine: City of Demons,2018,11058,7.3
The Sea Beast,2022,66196,7.0
Spider-Man: Across the Spider-Verse,2023,544412,8.5
Weathering with You,2019,71751,7.5
Mortal Kombat Legends: Scorpion's Revenge,2020,21478,7.4
I Lost My Body,2019,38975,7.5
Rascal Does Not Dream of a Dreaming Girl,2019,10648,8.3
