primaryTitle,startYear,numVotes,averageRating
Born Into Brothels: Calcutta's Red Light Kids,2004,18945,7.2
"Food, Inc.",2008,52935,7.8
The Age of Stupid,2009,4831,7.0
Racing Extinction,2015,8451,8.1
Terms and Conditions May Apply,2013,6650,7.3
The True Cost,2015,7522,7.7
Requiem for the American Dream,2015,10267,8.0
Before the Flood,2016,29736,8.2
