primaryTitle,startYear,numVotes,averageRating
Captain Marvel,2019,668104,6.7
Avengers: Infinity War,2018,1397866,8.4
Avengers: Endgame,2019,1473893,8.4
Overlord,2018,117144,6.6
Bumblebee,2018,210858,6.7
24,2016,26999,7.9
Maanaadu,2021,28016,8.1
Life,2017,279154,6.6
Superman,2025,436600,7.0
Light of My Life,2019,17238,6.6
I Am Mother,2019,106895,6.7
Upgrade,2018,236919,7.5
A Quiet Place,2018,666192,7.5
Transit,2018,12959,6.9
Arif V 216,2018,41960,6.9
Tenet,2020,704549,7.3
The Vast of Night,2019,50857,6.7
Attack,2022,17445,6.8
The Platform,2019,328294,7.0
A Quiet Place Part II,2020,327284,7.2
The Witch: Part 1 - The Subversion,2018,23084,7.2
After Yang,2021,26605,6.6
They Cloned Tyrone,2023,48727,6.7
